job_id,skill,title,category,city,esco_uri,esco_label,match_method,retrieval_score,rerank_score,rerank_margin
f7777de4-308c-41b1-beb6-5b61b3bca278,CAD,Additive Manufacturing (Metallprinting) innen Forsvar og Aerospace,"Andre sivilingeniører (unntatt elektroteknologi);, Prosjektingeniør, Maskiningeniører, Sivilingeniør (maskinteknikk), maskiningeniør, Prosjektingeniør",KONGSBERG,http://data.europa.eu/esco/skill/9ba355be-f119-42b6-a7d6-52f6ce2e4a3f,utforme kretser ved hjelp av CAD,digital_consensus,0.6348830461502075,0.9999152421951294,0.8251167237758636
e8e7e33a-e301-48bf-9864-3cbdfbaf4d44,AI,Graduate 2027 - Operations Improvement Engineer,"Driftstekniker, Driftstekniker, Andre ingeniører",SANDNES,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,prinsipper for kunstig intelligens,digital_consensus,0.5584366917610168,0.99960857629776,0.001320481300354004
e8e7e33a-e301-48bf-9864-3cbdfbaf4d44,Dataanalyse,Graduate 2027 - Operations Improvement Engineer,"Driftstekniker, Driftstekniker, Andre ingeniører",SANDNES,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,dataanalyse,exact,,1.0,
e8e7e33a-e301-48bf-9864-3cbdfbaf4d44,Digitalisering,Graduate 2027 - Operations Improvement Engineer,"Driftstekniker, Driftstekniker, Andre ingeniører",SANDNES,http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582,digitalisering,exact,,1.0,
79c49770-7ce4-47d0-9922-ab6d1b29a3a9,Digitalisering,Strategisk lederstilling i Bergen - toårig vikariat med internasjonalt tilsnitt,"Avdelingsleder, Avdelingsleder, Andre ledere av produksjon og tjenesteyting, Andre administrative ledere, Seksjonssjef (offentlig administrasjon)",BERGEN,http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582,digitalisering,exact,,1.0,
3a6e5ca1-f6e9-4a3d-9e27-5ae2003422dd,UI-designer,Vi søker UX/UI-designere som ønsker å bygge fagmiljø innen industriell teknologi og profesjonelle brukergrensesnitt,"Brukergrensesnittdesigner, Brukergrensesnittdesigner, Nett- og multimediautviklere, Grafiske- og multimediadesignere, UX-Designer",OSLO,http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,designmønstre for brukergrensesnitt for programvare,digital_consensus,0.5925659537315369,0.999833345413208,0.0035600662231445312
3a6e5ca1-f6e9-4a3d-9e27-5ae2003422dd,UX-designer,Vi søker UX/UI-designere som ønsker å bygge fagmiljø innen industriell teknologi og profesjonelle brukergrensesnitt,"Brukergrensesnittdesigner, Brukergrensesnittdesigner, Nett- og multimediautviklere, Grafiske- og multimediadesignere, UX-Designer",OSLO,http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,designmønstre for brukergrensesnitt for programvare,digital_consensus,0.5588029623031616,0.9994383454322815,0.0010673999786376953
3a6e5ca1-f6e9-4a3d-9e27-5ae2003422dd,brukergrensesnitt,Vi søker UX/UI-designere som ønsker å bygge fagmiljø innen industriell teknologi og profesjonelle brukergrensesnitt,"Brukergrensesnittdesigner, Brukergrensesnittdesigner, Nett- og multimediautviklere, Grafiske- og multimediadesignere, UX-Designer",OSLO,http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,designmønstre for brukergrensesnitt for programvare,digital_consensus,0.5821434259414673,0.9996922016143799,0.00822979211807251
3a6e5ca1-f6e9-4a3d-9e27-5ae2003422dd,digital design,Vi søker UX/UI-designere som ønsker å bygge fagmiljø innen industriell teknologi og profesjonelle brukergrensesnitt,"Brukergrensesnittdesigner, Brukergrensesnittdesigner, Nett- og multimediautviklere, Grafiske- og multimediadesignere, UX-Designer",OSLO,http://data.europa.eu/esco/skill/3c1af34b-4562-4c39-a30e-0812b84a147e,bruke spesialisert designprogramvare,digital_consensus,0.687400221824646,0.9194020628929138,0.06706839799880981
3a6e5ca1-f6e9-4a3d-9e27-5ae2003422dd,interaksjonsdesign,Vi søker UX/UI-designere som ønsker å bygge fagmiljø innen industriell teknologi og profesjonelle brukergrensesnitt,"Brukergrensesnittdesigner, Brukergrensesnittdesigner, Nett- og multimediautviklere, Grafiske- og multimediadesignere, UX-Designer",OSLO,http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,designmønstre for brukergrensesnitt for programvare,digital_consensus,0.6972687840461731,0.8965777158737183,0.8201393559575081
