conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,utvikle forvaltningstiltak for farlig avfall,released,skill/competence,cross-sector,,"Utvikle strategier for å øke et anleggs effektivitet ved behandling, transport og deponering av farlig avfall, for eksempel radioaktivt avfall, kjemikalier og elektronikk.",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,utvikling av mål og strategier | utvikle strategi for å løse problemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a76797-6235-4659-869f-c691ffd30463,paleoklimatologi,released,knowledge,occupation-specific,,"Fagfelt som forsker på klimaendringer gjennom hele jordens historie ved å samle inn og analysere prøver av elementer som bergarter, is, treringer og sedimenter.",http://data.europa.eu/esco/isced-f/0532,jordvitenskap
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32f20d0e-d127-4901-a971-a53e26dfef14,gi kundene råd om hjemmeautomasjon,released,skill/competence,occupation-specific,gi kundene råd om smarthusteknologi,"Gi råd til kundene om mulighetene for installasjon av smarthusteknologier, gitt byggets forutsetninger og tilstand.
	",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,gi råd om produkter og tjenester
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,vedlikeholde fotoelektriske systemer,released,skill/competence,sector-specific,,"Utføre vedlikeholdsoppgaver og reparasjoner på systemer som genererer elektrisk energi gjennom omgjøring av lys til elektrisk strøm, den fotoelektriske effekt. Sikre samsvar med reglene og korrekt installasjon av solcellesystemet.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"vedlikeholde elektrisitets-, elektro- og presisjonsutstyr"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/340a75f4-76e1-4ef0-8f1e-1bb78ba561ef,kontroller at forskriftene om farlig avfall overholdes,released,skill/competence,cross-sector,,"Inspisere en organisasjons eller et anleggs strategier for håndtering av farlig avfall for å sikre at tiltakene er i samsvar med gjeldende lovgivning, og at det treffes tiltak for å bedre vernet mot eksponering og ivareta helse og sikkerhet.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,overvåke trygghet eller sikkerhet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,miljølovgivning innen jordbruk og skogbruk,released,knowledge,cross-sector,,"Kjennskap til miljølovgivning, retningslinjer og relevante prinsipper for jordbruk og skogbruk. Kjennskap til påvirkningen av miljøet på lokale landbruksprosedyrer og -praksiser. Metoder for å tilpasse produksjonen til nye miljøbestemmelser og retningslinjer.",http://data.europa.eu/esco/isced-f/0421,jus
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34406889-f522-47a7-b60d-8545b36d73bb,strebe etter harmoniske arkitektoniske konstruksjoner,released,skill/competence,occupation-specific,,Utforme og utvikle konstruksjoner som opprettholder balansen mellom natur og bygninger. Sikre at innlemmelse av bygninger i et område ivaretar stedets harmoni.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designe strukturer eller fasiliteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,overvåke skogshelse,released,skill/competence,sector-specific,,Overvåke skogens helse for å sikre at alle nødvendige tiltak treffes av skogbruksarbeiderne.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,overvåke miljøforhold
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,sikre samsvar med støystandarder,released,skill/competence,cross-sector,,"Sørge for at bygninger, veier, lufttrafikk og arrangementer er i samsvar med lokale, nasjonale og internasjonale støystandarder og -forskrifter for å redusere ulempene for naboene i størst mulig grad.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,overholde helse- og sikkerhetsprosedyrer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,tilpasse seg ulike værforhold,released,skill/competence,cross-sector,,Tåle regelmessig eksponering for ekstreme værforhold og farlige miljøer.,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4 | http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,tilpasse seg endringer | løse problemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,engasjere lokalsamfunn i forvaltningen av vernede naturområder,released,skill/competence,sector-specific,,"Etabler et godt forhold til personer i lokalsamfunnet ved reisemålet for å minimere konflikter. Dette kan gjøres gjennom å støtte den økonomiske veksten til lokale turismevirksomheter og respektere lokale normer og tradisjoner.
	",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,delta aktivt i samfunnet | utvikle faglige relasjoner eller nettverk
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,vurdere forurensning,released,skill/competence,cross-sector,,Analysere tegn på forurensning. Gi råd om hvordan forurensningen kan fjernes.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,vurdere landområde eller eiendom
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37ba5509-9665-4947-a5ae-f124d5769473,lage papirslurry,released,skill/competence,occupation-specific,,Lage papirvelling eller -masse av resirkulert eller brukt papir med vann i blendere eller annet utstyr. Tilsette farger ved å tilføye papir i ulike farger.,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,betjene treforedlings- og papirproduksjonsmaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38f7be4a-f6af-4f1d-a972-8c51b27d2cea,håndheve parkregler,released,skill/competence,occupation-specific,,"Håndheve miljømessige lover og regler for skogforvaltning. Skogvoktere håndhever lokale, statlige og nasjonale regler som gjelder for skogbruk og konservering av dyre- og planteliv. De utfører sikkerhetsinspeksjoner på leirplasser og undersøker klager.",http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,opprettholde og håndheve fysisk sikkerhet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,designe indikatorer for reduksjon av matavfall,released,skill/competence,cross-sector,utvikle KPI om reduksjon av matsvinn | administrere KPI for å redusere matsvinn | utforme evalueringen av praksis og strategier for forebygging av matsvinn,"Fastsette prestasjonsmål (key performance indicators – KPI) for å redusere matavfall og håndtere i tråd med etablerte standarder. Ha tilsyn med evalueringen av metoder, utstyr og kostnader for forebygging av matavfall.
	",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,overvåke driftsaktiviteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,beskyttelsestiltak mot introduksjon av organismer,released,knowledge,sector-specific,,"De nasjonale og internasjonale vernetiltakene mot innføring av organismer, f.eks. rådsdirektiv 2000/29/EF, om vernetiltak mot innføring av organismer som er skadelige for planter eller planteprodukter inn i samfunnet og spredning av dem i samfunnet.",http://data.europa.eu/esco/isced-f/0522,naturlig miljø og vilt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,utføre en forhåndsvurdering av varmepumper,released,skill/competence,sector-specific,gjennomføre mulighetsstudie om varmepumper | gjøre en mulighetsstudie om varmepumper,"Utføre evalueringen og vurderingen av potensialet til et varmepumpesystem. Gjennomføre en standardisert studie for å fastsette kostnader og restriksjoner, og utføre undersøkelser for å støtte beslutningsprosessen.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,gjennomføre mulighetsstudie | analysere forretningsvirksomheter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2,utvikle dreneringsbrønnsystemer,released,skill/competence,sector-specific,,"Utvikle systemer som finnes på boligeiendommer, samt offentlige eiendommer som gater og tak på offentlige bygninger, som skal drenere overflødig vann fra disse områdene. Funksjonen deres er å bidra til flomutbedring, fjerne regn og begrense risikoen ved kraftig uvær, og deretter transportere det ubehandlede vann ut i naturen.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designe strukturer eller fasiliteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084,forklare blokkjedeimplikasjoner,released,skill/competence,sector-specific,analysere implikasjonene av blockchain for styringsformål | analysere implikasjonene av blokkjede for styringsformål | forklare praktiske implikasjoner av blockchain,"Forklare konsekvensene, innvirkningen og implikasjonene av å bruke blokkjedeteknologi på forretningsprosessene de driver, så vel som i større skala, inkludert sosiale og økologiske aspekter.
	",http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed,informasjonsferdigheter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da,kassere loddingsavfall,released,skill/competence,occupation-specific,,Hente og transportere loddingsavfall i spesialbeholdere for farlig avfall.,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,kassere farlig avfall | håndtere og kaste farlig avfall | håndtere avfall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a519990-ae6c-4c8b-a827-2bf96d949940,forvalte bevaring av natur- og kulturarv,released,skill/competence,sector-specific,,"Bruke inntekter fra turismeaktiviteter og donasjoner til å finansiere og ivareta bevaringsverdige områder og immateriell kulturarv som lokale håndverk, sanger og historier.
	",http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,administrere budsjett og økonomi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,inspisere vannbrønner,released,skill/competence,cross-sector,,Kontrollere vannbrønner for forurensning og samsvar med standarder for bygge- og anleggsvirksomhet. Beordre avstenging av brønner dersom det er nødvendig.,http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,overvåke trygghet eller sikkerhet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b4f2a64-9884-4f3d-8020-44dc95919a7c,designe isolasjonskonseptet,released,skill/competence,sector-specific,utforme isolasjonskonseptet,"Designe detaljene for isolering og løsninger for varmebroer. Velge det mest egnede materialet for isolering, med tanke på bygningens behov.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designe elektriske eller elektroniske system eller utstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1,utføre selektiv riving,released,skill/competence,sector-specific,,"Rive en konstruksjon, eller en del av den, ved selektiv rivning. Identifisere de forskjellige materialene i bygningen og vurdere deres verdi og hvorvidt de kan gjenbrukes. Fjerne alle materialer som kan brukes på nytt, uten å skade dem.
	",http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,bygningskonstruksjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,geotermiske energisystemer,released,knowledge,sector-specific,geotermisk energi | geotermiske varmesystemer,"Lavtemperaturoppvarming og høytemperaturkjøling, generert ved bruk av geotermisk energi og deres bidrag til energiytelse.
	",http://data.europa.eu/esco/isced-f/0713,elektrisitet og energi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d69b305-4051-4c1d-ba1e-d8c5b35e22db,overvåke produksjonspåvirkning,released,skill/competence,cross-sector,overvåke miljøparametere | kontroll av miljøparametere | sjekke miljøparametere | overvåking av miljøparametere,"Kontrollere produksjonsmaskinenes innvirkning på miljøet og analysere temperaturnivåer, vannkvalitet og luftforurensning.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,bidra til å minske de negative følgene av forbruk | tenke kritisk | overvåke miljøforhold
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d9873e5-7128-49d9-9048-f72b8ea4b29e,administrere skoger,released,skill/competence,sector-specific,,Utvikle skogbruksplaner ved å anvende forretningsmetoder og skogbruksprinsipper for å håndtere skogressurser på en effektiv måte.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,lede driftsaktiviteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3de6d427-546b-450b-97ba-d3d50eb274da,betjene vannrenseutstyr,released,skill/competence,cross-sector,,"Utføre og justere utstyrskontroller for å rense vann, behandle avløpsvann, luft og faste stoffer, resirkulere eller slippe ut behandlet vann og generere kraft.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"betjene behandlingssystem eller -utstyr for petroleum, kjemikalier eller vann"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integrere biogassenergi i bygninger,released,skill/competence,sector-specific,utforme biogassinstallasjoner,"Designe og beregne installasjoner for oppvarming og varmt drikkevann (VDV) som benytter seg av biogass.
	",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installere utstyr for oppvarming, ventilasjon og luftkondisjonering"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,gi råd om jord- og vannbeskyttelse,released,skill/competence,sector-specific,,"Gi råd om metoder for å beskytte jord og vannkilder mot forurensing, for eksempel nitratlekking, som fører til jorderosjon.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,gi råd om miljøspørsmål
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,designe varmepumpeinstallasjoner,released,skill/competence,sector-specific,designe varmepumpe,"Designe et varmepumpesystem, inkludert beregninger av varmetap eller overføring, nødvendig kapasitet, mono- eller bivalent, energibalanse og støyreduksjon.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designe elektriske eller elektroniske system eller utstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,utvikle grønne kompounderingsløsninger,released,skill/competence,occupation-specific,bruke biobaserte polymerer | utvikle grønne kjemiske løsninger for gummiforbindelser | definere biologiske sammensatte løsninger | erstatte syntetiske ingredienser,"Utvikle kompounderingsløsninger som benytter biologiske i stedet for syntetiske ingredienser. Evaluere potensialet for vegetabilske oljer, sparkler og polymer samt nylige fremskritt innen disse.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,utarbeide retningslinjer og rutiner for drift
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,fremme bruken av bærekraftig transport,released,skill/competence,sector-specific,,"Fremme bruken av bærekraftig transport for å redusere karbonutslipp og støy og øke transportsystemers sikkerhet og effektivitet. Fastslå effektivitet ved bruk av bærekraftig transport, angi målsettinger for å fremme bruken av bærekraftig transport og foreslå miljøvennlige transportalternativer.
	",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"fremme bærekraft | fremme produkter, tjenester og ordninger"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3efd2b02-f6f8-4911-a154-8bfcaeadeb5d,opprinnelsen til matfett og matoljer,released,knowledge,sector-specific,,Skillet mellom kostholdsfett som kommer fra dyr og oljer som stammer fra grønnsaker.,http://data.europa.eu/esco/isced-f/0721,matproduksjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,utføre miljøundersøkelser,released,skill/competence,sector-specific,,"Utføre miljøundersøkelser etter behov, kontrollere saksbehandling, mulige søksmål eller andre typer klager.",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,utføre rettsmedisinske undersøkelser og politietterforskning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,gjenopprette naturlig miljø etter boreaktivitet,released,skill/competence,occupation-specific,,Gjenopprette et boreområde til sin naturlige miljøtilstand dersom boring ikke skal finne sted.,http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,utvikle løsninger
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,avfallshåndtering,released,knowledge,cross-sector,,"Metoder, materialer og forskrifter som brukes til å samle inn, transportere, behandle og avhende avfall. Dette inkluderer resirkulering og overvåking av avfallshåndtering.",http://data.europa.eu/esco/isced-f/1021,"vann, avløp og renhold"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,kassere farlig avfall,released,skill/competence,cross-sector,,"Avhende farlige materialer som kjemiske eller radioaktive stoffer i henhold til forskrifter for helse, miljø og sikkerhet.",http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,følge sikkerhetsforholdsregler innen arbeidspraksis | håndtere og kaste farlig avfall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,vurdere miljøpåvirkning innen havbruksvirksomhet,released,skill/competence,sector-specific,,"Måle hvordan havbruksvirksomheten til et selskap påvirker miljøet. Ta hensyn til faktorer som kvaliteten på hav- og overflatevannet, fisk- og havplantehabitater og risikoer knyttet til luftkvalitet, lukt og støy.",http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,måle effekten av spesifikk akvakulturvirksomhet | vurdere miljøpåvirkning | overvåke miljøforhold | administrere virksomhetens miljøpåvirkning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41bbfa08-ce0b-478f-beaa-f51c62e61796,montere takvinduer,released,skill/competence,sector-specific,,"Montere ulike typer vinduer i taket, f.eks. overlysvinduer, kvistvinduer og vinduer for flate tak.",http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca,installere og montere bygginnredning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,bærekraftig skogforvaltning,released,knowledge,sector-specific,SFM,"Forvaltning og bruk av skogsområder på en måte og med en hastighet som opprettholder skogens produktivitet, biologiske mangfold, regenereringskapasitet, vitalitet og potensial til å oppfylle, både nå og i fremtiden, relevante økologiske, økonomiske og sosiale funksjoner på lokalt, nasjonalt og globalt nivå, og som ikke forårsaker skade på andre økosystemer.
	",http://data.europa.eu/esco/isced-f/0821,skogbruk
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,globale standarder for rapportering av bærekraft,released,knowledge,sector-specific,retningslinjer for ikke-finansiell rapportering,"Det globale, standardiserte rammeverket for rapportering, som gjør det mulig for organisasjoner å kvantifisere og kommunisere sitt postitive bidrag til endring av miljømessige, sosiale og styringsmessige forhold (ESG).
	",http://data.europa.eu/esco/isced-f/0412,"finans, bank og forsikring"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,forske på klimaprosesser,released,skill/competence,cross-sector,,Utføre forskning på de karakteristiske hendelsene som finner sted i atmosfæren ved interaksjoner mellom og forandringer av ulike atmosfæriske komponenter og forhold.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,utføre akademiske undersøkelser eller markedsundersøkelser
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,minimere miljøpåvirkninger på området,released,skill/competence,occupation-specific,,"Minimere materialsvinn og avhende avfall på riktig måte. Sørge for at det oppstår minst mulig skade på planter, innslag og omliggende områder.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,betjene land- og skogbruksmaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,måle effekten av spesifikk akvakulturvirksomhet,released,skill/competence,sector-specific,,"Identifisere og måle hvilken biologisk, fysikalsk-kjemisk innvirkning den spesifikke havbruksaktiviteten har på miljøet. Utføre alle nødvendige prøver, inkludert innhenting og behandling av prøver for analyse.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,ta mål av dimensjoner og relaterte egenskaper
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44d5340c-45df-4478-9e55-2363342a7324,designe ettermonteringsløsninger for bygninger,released,skill/competence,sector-specific,utforme renoveringsplan for bygninger | utvikle renovasjonsplan for bygningen,"Å gi noe med en komponent eller funksjon som ikke er montert under produksjon eller legge til noe som den ikke hadde da den ble bygget. Brukes i forbindelse med installasjon av nye bygningssystemer, for eksempel varmesystemer, men det kan også referere til strukturen til en bygning, for eksempel ettermontering av isolasjon eller doble vinduer. Designe løsninger for å ettermontere eksisterende bolig- og næringsbygg for å oppgradere ytelsen, for eksempel ved å redusere energi- og vannforbruket. Vurdere rekkevidden av tilgjengelige ettermonteringsteknologier og velge de best egnede basert på bygningens egenskaper.
	",http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1 | http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designe bygningslufttetthet | designe klimaskjermsystemer for bygninger | designe strukturer eller fasiliteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,akvatisk økologi,released,knowledge,cross-sector,,"Akvatisk økologi er studiet av akvatiske organismer, hvordan de samhandler, hvor de lever og hva de gjør.",http://data.europa.eu/esco/isced-f/0521,miljøvitenskap
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4548416b-2310-4afc-bd6a-c022d3e41014,sikre kostnadseffektivitet i matproduksjon,released,skill/competence,sector-specific,,"Sikre at hele matproduksjonsprosessen, inkludert mottak av råvarer, tilvirkning, matproduksjon og innpakning, er økonomisk og effektiv.",http://data.europa.eu/esco/skill/ce541a71-0eaa-40e7-999d-793d1f16fa4c | http://data.europa.eu/esco/skill/7a93e22f-54d8-4bf0-9213-d711f6601b49 | http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,tilpasse effektiv matbehandlingspraksis | arbeide effektivt | organisering og planlegging av arbeid og aktiviteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,foreslå alternative gummiblandingsingredienser,released,skill/competence,occupation-specific,foreslå trygge blandingsalternativer | foreslå alternative sammensatte ingredienser | definere sikre blandingsløsninger,"Identifisere potensielt giftige ingredienser i gummiforbindelser og foreslå alternative ingredienser eller sammensetninger med lignende funksjonalitet.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,utvikle løsninger
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/456f68b4-ca28-4029-a67f-7813b2c6cb4d,matetikk,released,knowledge,sector-specific,næringsmiddeletikk | matetiske prinsipper | matetiske verdier,"Sett med etiske verdier og prinsipper som styrer produksjon, distribusjon og forbruk av mat. Det omfatter et bredt spekter av saker, inkludert mattrygghet, miljømessig bærekraft, kulturell sensitivitet, rettferdig arbeidspraksis, dyrevelferd og sosialt ansvar. Matetikk kan omfatte kollektivt og individuelt ansvar.
	",http://data.europa.eu/esco/isced-f/0223,filosofi og etikk
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,undersøke steder for vindparker,released,skill/competence,sector-specific,,"Gjennomføre undersøkelser på stedet og bruke et vindatlas for å evaluere forskjellige plasseringer som kan være egnet for konstruksjon av vindturbingrupper, samt gjennomføre oppfølgende undersøkelser på stedet for å bistå i utviklingen av konstruksjonsplaner.",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,vurdere landområde eller eiendom
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,utvikle stedsutbedringsstrategier,released,skill/competence,sector-specific,,Gjennomføre feltundersøkelser og gi råd om områder med forurenset jord eller grunnvann ved industrianlegg og gruveanlegg. Finne opp metoder for å oppbevare utgravd jord. Utvikle strategier for å rehabilitere tømte gruveområder til sin naturlige tilstand.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,utarbeide retningslinjer og rutiner for drift | utvikle miljøtiltaksstrategier
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,design av nullenergibygg,released,knowledge,sector-specific,nullenergibyggeprosjekt | forslag til nullenergibygg | null-energi bygningsdesign | null-energi byggeplan | plan for nullenergibygg | design av nær-nullenergibygg | nullenergibyggdesign,"Design- og bygningsprinsippet der nettomengden av energi som brukes av bygningen, tilsvarer mengden fornybar energi selve bygningen lager. Konseptet refererer til selvopprettholdende konstruksjoner.",http://data.europa.eu/esco/isced-f/0731,arkitektur og byplanlegging
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/465af498-53b1-4e04-9f49-7458afb59274,designe hjelpeutstyr,released,skill/competence,sector-specific,,"Designe utstyr som brukes til å levere tjenester som varme, damp, strøm og kjøling, for å forbedre effektiviteten og bærekraften i levering av tjenester til anlegg og boliger.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designe strukturer eller fasiliteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,redusere utslipp fra garving,released,skill/competence,sector-specific,redusere VOC-utslipp i skinnindustrien | redusere utslipp av flyktige organiske forbindelser i skinnindustrien,"Justere etterbehandlingen av lær i henhold til hvert lærmarked, og reduse utslipp av flyktige organiske forbindelser (VOC).
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,overholde lover og standarder for miljøbeskyttelse
