conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralog,released,,"Mineraloger studerer jordens sammensetning, struktur og andre fysiske aspekter. De analyserer forskjellige mineraler og bruker vitenskapelig utstyr til å bestemme deres struktur og egenskaper. Arbeidet fokuserer hovedsakelig på klassifisering og identifisering av mineraler ved å ta prøver og utføre ytterligere prøver, analyser og undersøkelser.",http://data.europa.eu/esco/isco/C2114,Geologer og geofysikere
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,økolog,released,,"Økologer utfører vurderinger av helsen til og fordeling av organismer, herunder mennesker, planter og dyr, og av forholdet mellom organismer og deres miljø. Økologer har vanligvis et spesialfelt, f.eks. ferskvann, saltvann, land, fauna eller flora, som de gjennomfører forskning og utfører tilknyttede oppgaver rundt. ",http://data.europa.eu/esco/isco/C2133,Miljøvernrådgivere
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,universitetslærer i romvitenskap,released,,"Universitetslærere i romvitenskap er professorer, lærere eller forelesere som underviser studenter i romvitenskap, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen romvitenskap, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,ingeniør innen mikroelektronikk,released,,"Ingeniører innen mikroelektronikk utformer, utvikler og har tilsyn med produksjonen av små elektroniske innretninger og komponenter som mikroprosessorer og integrerte kretser.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronikkingeniør
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,universitetslærer i sosialt arbeid,released,,"Universitetslærere i sosialt arbeid er akademikere med en todelt rolle. På den ene side praktiserer de det akademiske faget og yter sosiale tjenester som rådgivning, terapi eller støtte til personer eller grupper av mennesker, og på den annen side er de en del av akademia, der de tilbyr fagutdanning og deltar i forsknings- og kunnskapsutvikling og bidrar til å finne løsninger på komplekse sosiale problemer og innovative metoder for å avhjelpe disse problemene. De lærer bort kunnskap, ferdigheter og verdier innen sosialt arbeid for å forberede studenter på å delta i kulturelt kompetent praktisering av sosialt arbeid med forskjellige befolknings- og samfunnsgrupper.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,"tekniker, maskinvare",released,,"Teknikere, maskinvare utformer og utvikler maskinvaresystemer og -komponenter til datamaskiner, som kretskort, modemer og skrivere. De utarbeider planer og monteringstegninger, utvikler og prøver prototypene og har tilsyn med produksjonsprosessen.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronikkingeniør
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,universitetslærer i antropologi,released,,"Universitetslærere i antropologi er professorer, lærere eller forelesere som underviser studenter i antropologi, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen antropologi, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,tanatolog,released,forsker på døden,"Tanatologer studerer død og det å dø i en rekke vitenskapelige områder, for eksempel psykologi, sosiologi, fysiologi og antropologi. De bidrar til vekst i kunnskapen relatert til aspekter ved døden, for eksempel de psykologiske fenomenene de som dør, og de som er rundt dem, opplever.",http://data.europa.eu/esco/isco/C2632,Rådgivere/forskere
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,universitetslærer i næringsmiddelvitenskap,released,,"Universitetslærere i næringsmiddelvitenskap er professorer, lærere eller forelesere som underviser studenter i næringsmiddelvitenskap, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen næringsmiddelvitenskap, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,økonom,released,,"Økonomer utfører undersøkelser og utvikler teorier innen feltet økonomi, enten det er for mikroøkonomisk eller makroøkonomisk analyse. De kan studere trender, analysere statistiske data og til en viss grad arbeide med økonomiske matematiske modeller med sikte på å gi råd til selskaper, myndigheter og andre institusjoner. De gir råd om produktgjennomførbarhet, trendprognoser, nye markeder, skattepolitikk og forbrukertrender.",http://data.europa.eu/esco/isco/C2631,Rådgivere/forskere
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,universitetslærer i litteraturvitenskap,released,,"Universitetslærere i litteraturvitenskap er professorer, lærere eller forelesere som underviser studenter i litteraturvitenskap, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen litteraturvitenskap, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,spesiallege,released,,"Spesialleger forebygger, diagnostiserer og behandler sykdommer avhengig av sitt medisinske eller kirurgiske spesialområde.",http://data.europa.eu/esco/isco/C2212,Legespesialister
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,universitetslærer i historie,released,,"Universitetslærere i historie er professorer, lærere eller forelesere som underviser studenter i historie, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen historie, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,museumstekniker,released,,"Museumsteknikere utfører og/eller administrerer det kuratoriske, forberedende og kontorrelaterte arbeidet i generelle museer, botaniske hager, kunstgallerier, kunstsamlinger, akvarier eller lignende områder. De forvalter samlinger av naturlig, historisk og antropologisk materiale, som kan kan et opplyningsrelatert, vitenskapelig eller estetisk formål.
	",http://data.europa.eu/esco/isco/C2621,Arkivarer og kuratorer
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,mikrobiolog,released,,"Mikrobiologer studerer og forsker på livsformene, egenskapene og prosessene til mikroskopiske organismer. De studerer mikroorganismer som bakterier, protozoer, sopp osv. for å diagnostisere og motvirke effektene disse mikroorganismer kan ha hos dyr, i miljøet, i næringsmiddelindustrien eller i helsesektoren.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,lingvist,released,,"Lingvister studerer språk på en vitenskapelig måte. De behersker språk og kan tolke dem med hensyn til grammatiske, semantiske og fonetiske egenskaper. De forsker på utviklingen av språk og måten det brukes på i ulike samfunn.",http://data.europa.eu/esco/isco/C2643,Oversettere
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,"ingeniør, mekatronikk",released,,"Ingeniører, mekatronikk utformer og utvikler intelligente systemer, som robotinnretninger, smarthjemapparater og fly ved å kombinere teknologier fra mekanikk, elektronikk, datateknikk og reguleringsteknikk. De lager tegninger eller utformer dokumenter for deler, enheter eller ferdigprodukter ved hjelp av programvare, og de leder prosjekter.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,maskiningeniør
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,"ingeniør, optikk",released,,"Ingeniører, optikk konstruerer og utvikler forskjellige industrielle innretninger med optikk. De har kunnskap om lys, lysoverføringsprinsipper og optikk og kan utforme tekniske spesifikasjoner for optiske innretninger som mikroskoper, linser og teleskoper.",http://data.europa.eu/esco/isco/C2149,Andre sivilingeniører (unntatt elektroteknologi)
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistiker,released,,"Statistikere samler inn, overfører i tabellform og framfor alt analyserer kvantitativ informasjon fra en lang rekke felter. De tolker og analyserer statistiske studier på områder som helse, demografi, finans, næringsliv, osv. og gir råd basert på mønstre og analyse.",http://data.europa.eu/esco/isco/C2120,Matematikere
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropolog,released,,"Antropologer undersøker alle aspekter ved livet som gjelder mennesker. De studerer de ulike sivilisasjonene som har eksistert gjennom tidene, og hvordan de er organisert. De forsøker å analysere de fysiske, samfunnsmessige, språklige, politiske, økonomiske, filosofiske og kulturelle aspektene hos ulike folk. Målet med studiene deres er å forstå og beskrive menneskenes fortid og å løse aktuelle samfunnsmessige problemer. De utforsker ulike perspektiver, for eksempel filosofisk antropologi.",http://data.europa.eu/esco/isco/C2632,Rådgivere/forskere
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,universitetslærer i filosofi,released,,"Universitetslærere i filosofi er professorer, lærere eller forelesere som underviser studenter i filosofi, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen filosofi, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,"ingeniør, optomekanikk",released,,"Ingeniører, optomekanikk utformer og utvikler optomekaniske systemer, innretninger og komponenter, som optiske speil og optiske fester. Ingeniører, optomekanikk kombinerer optisk teknikk med mekanisk teknikk i utformingen av disse systemene og innretningene. De driver forskning, utfører analyse, prøver utstyret og har tilsyn med forskningen.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,maskiningeniør
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,"statistiker, biometri",released,,"Statistikere, biometri driver forskning innen biometri. De utfører statistiske eller biologiske forskningsprosjekter ved å måle fingeravtrykk, netthinner og menneskeformer for medisinske eller industrielle formål.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistiker
